X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions,Lat/Long
"-739,674,984,567","4,077,459,382,687",13H-PM-1010-04,13H,PM,10102018,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9674984567017 40.7745938268705)
"-7,395,416,014,691","4,079,078,327,447",34I-PM-1010-04,34I,PM,10102018,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,across the lawn and climb up a small tree,TRUE,FALSE,TRUE,FALSE,FALSE,grooming,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9541601469123 40.79078327446891)
"-7,395,681,084,651","4,079,717,270,261",39D-AM-1008-05,39D,AM,10082018,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.95681084650862 40.7971727026108)
"-7,397,338,984,873","4,076,669,751,315",3H-PM-1014-02,03H,PM,10142018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9733898487296 40.7666975131518)
"-7,395,941,746,056","4,079,731,286,538",38B-AM-1019-02,38B,AM,10192018,2,Juvenile,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9594174605642 40.7973128653773)
"-7,395,680,691,399","4,079,877,369,009",41C-AM-1017-06,41C,AM,10172018,6,Adult,Gray,,Gray+,,Above Ground,4,,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.956806913988 40.7987736900857)
"-7,395,861,842,329","4,079,931,538,329",41A-PM-1007-02,41A,PM,10072018,2,Adult,Black,,Black+,,Above Ground,15,,FALSE,FALSE,TRUE,FALSE,FALSE,jumping,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stared at me,POINT (-73.9586184232889 40.7993153832942)
"-7,396,739,190,758","4,077,868,457,692",17F-PM-1020-05,17F,PM,10202018,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9673919075839 40.7786845769177)
"-7,396,793,197,583","4,078,211,548,024",20C-PM-1018-07,20C,PM,10182018,7,Juvenile,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9679319758284 40.7821154802399)
"-7,397,877,230,828","407,713,655,754",5A-PM-1010-03,05A,PM,10102018,3,Adult,Gray,,Gray+,,Above Ground,30,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9787723082807 40.7713655754004)
"-7,397,496,415,759","4,076,733,050,563",3F-AM-1006-05,03F,AM,10062018,5,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,3,,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9749641575871 40.7673305056277)
"-739,745,908,988","4,076,551,915,123",1G-AM-1006-03,01G,AM,10062018,3,Adult,Black,Cinnamon,Black+Cinnamon,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,POINT (-73.9745908987975 40.7655191512308)
"-7,397,081,083,123","4,077,739,757,761",14D-PM-1019-09,14D,PM,10192018,9,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9708108312271 40.7773975776146)
"-7,396,997,808,573","4,076,887,060,469",6I-PM-1013-01,06I,PM,10132018,1,Adult,Gray,Black,Gray+Black,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9699780857298 40.7688706046944)
"-7,395,469,965,964","4,079,513,088,569",38F-AM-1018-02,38F,AM,10182018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.954699659637 40.7951308856929)
"-7,397,399,807,737","4,077,390,291,339",10C-PM-1013-01,10C,PM,10132018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.973998077367 40.7739029133911)
"-7,397,107,389,601","4,077,232,658,105",10F-PM-1019-07,10F,PM,10192018,7,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,Same tree (as #6),FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.97107389601 40.7723265810536)
"-7,397,212,630,505","4,076,987,638,462",7G-PM-1018-01,07G,PM,10182018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9721263050502 40.7698763846186)
"-7,397,643,140,914","407,736,458,058",8B-AM-1007-02,08B,AM,10072018,2,Adult,Gray,,Gray+,,Above Ground,20,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9764314091366 40.773645805795205)
"-7,395,292,248,024","4,079,618,957,636",40G-PM-1013-05,40G,PM,10132018,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,runs from (to the tree),POINT (-73.9529224802393 40.7961895763649)
"-7,396,802,372,096","4,077,170,222,082",10I-AM-1010-04,10I,AM,10102018,4,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9680237209555 40.7717022208225)
"-7,397,033,141,624","4,077,858,477,614",16D-PM-1010-12,16D,PM,10102018,12,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9703314162405 40.778584776139)
"-7,397,013,798,061","4,077,852,348,124",16D-PM-1010-11,16D,PM,10102018,11,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9701379806066 40.7785234812393)
"-7,396,840,584,769","4,077,539,598,338",13G-PM-1008-02,13G,PM,10082018,2,Juvenile,Gray,,Gray+,,Above Ground,15,willow oak tree,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9684058476942 40.7753959833776)
"-7,396,919,687,485","4,077,658,629,962",14E-AM-1008-14,14E,AM,10082018,14,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9691968748482 40.7765862996192)
"-7,397,000,666,591","4,077,440,288,202",12F-PM-1007-13,12F,PM,10072018,13,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9700066659086 40.7744028820163)
"-739,689,227,468","4,078,375,416,075",21B-AM-1019-03,21B,AM,10192018,3,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9689227467959 40.7837541607494)
"-7,395,883,455,469","407,991,830,272",40A-PM-1014-02,40A,PM,10142018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,runs from (ran from base of tree into bushes),POINT (-73.9588345546879 40.7991830272008)
"-7,397,720,701,223","4,076,943,433,525",4C-PM-1010-02,04C,PM,10102018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.97720701222511 40.7694343352509)
"-7,396,998,765,017","4,077,424,826,768",12F-PM-1007-06,12F,PM,10072018,6,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,TRUE,TRUE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9699876501742 40.77424826767581)
"-7,395,289,376,605","4,079,229,190,745",36I-AM-1017-01,36I,AM,10172018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,runs from (me!)—from a pretty big distance,POINT (-73.9528937660465 40.7922919074537)
"-7,396,980,649,011","4,078,425,381,158",21A-AM-1019-03,21A,AM,10192018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,Tree & ground,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9698064901149 40.78425381158391)
"-7,397,746,308,219","4,076,806,266,741",3D-PM-1010-11,03D,PM,10102018,11,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9774630821854 40.76806266740861)
"-7,395,887,144,133","4,078,957,871,154",31F-PM-1007-03,31F,PM,10072018,3,Adult,Gray,White,Gray+White,white belly,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9588714413332 40.7895787115444)
"-739,797,112,925","4,076,880,467,785",2B-PM-1013-09,02B,PM,10132018,9,Adult,Gray,White,Gray+White,,Above Ground,30,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9797112925048 40.7688046778472)
"-7,396,935,046,174","4,078,306,787,094",21B-PM-1017-02,21B,PM,10172018,2,Juvenile,Cinnamon,White,Cinnamon+White,,Above Ground,1,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stood on hind legs with front legs on the chest,POINT (-73.9693504617353 40.7830678709405)
"-7,396,278,191,127","4,078,868,773,604",29D-AM-1014-02,29D,AM,10142018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9627819112681 40.7886877360376)
"-7,396,328,661,428","4,078,900,432,944",29C-PM-1006-01,29C,PM,10062018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not too shy,POINT (-73.96328661428412 40.78900432944361)
"-7,396,374,408,471","4,078,914,274,194",29C-AM-1007-04,29C,AM,10072018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,POINT (-73.9637440847107 40.7891427419372)
"-7,395,453,837,192","4,078,997,112,638",33I-PM-1006-03,33I,PM,10062018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.95453837191882 40.7899711263765)
"-7,397,562,782,402","4,076,695,237,014",2F-AM-1006-02,02F,AM,10062018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,5,in tree,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9756278240233 40.7669523701372)
"-7,396,021,977,629","40,793,685,057",35C-PM-1013-07,35C,PM,10132018,7,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9602197762862 40.7936850570022)
"-7,397,437,951,901","407,692,030,411",5E-AM-1008-05,05E,AM,10082018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,1,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9743795190073 40.7692030411004)
"-7,395,423,325,052","4,079,334,751,714",37G-AM-1014-01,37G,AM,10142018,1,Adult,Gray,White,Gray+White,White tail,Above Ground,5,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9542332505231 40.7933475171434)
"-7,395,813,898,706","4,079,930,811,225",41A-PM-1007-04,41A,PM,10072018,4,Adult,Gray,,Gray+,,Above Ground,20,,TRUE,FALSE,TRUE,FALSE,FALSE,laid down on the branch,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9581389870644 40.799308112252305)
"-7,395,443,722,977","4,079,421,131,641",37G-PM-1007-02,37G,PM,10072018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,ran under dumpster w/ nut,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9544372297722 40.7942113164104)
"-7,397,256,692,102","407,681,496,989",5H-AM-1007-01,05H,AM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9725669210177 40.7681496989029)
"-7,396,460,230,532","407,810,680,044",20F-PM-1007-14,20F,PM,10072018,14,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9646023053207 40.78106800440241)
"-739,744,279,649","4,077,777,606,122",13A-PM-1014-01,13A,PM,10142018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9744279648953 40.7777760612191)
"-7,395,330,859,326","4,079,348,778,611",37H-PM-1006-03,37H,PM,10062018,3,,,,+,,Above Ground,43,tree,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9533085932603 40.7934877861075)
"-7,396,169,725,573","4,079,538,728,294",36A-PM-1013-03,36A,PM,10132018,3,Juvenile,Cinnamon,,Cinnamon+,"COULD HAVE BEEN CHIPPY, DEEP BROWN",Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9616972557304 40.7953872829374)
"-7,395,848,243,617","407,934,247,634",35D-PM-1013-02,35D,PM,10132018,2,Adult,Gray,White,Gray+White,,Above Ground,24,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9584824361655 40.7934247634031)
"-739,697,569,656","4,077,864,550,917",16D-PM-1010-02,16D,PM,10102018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.969756965598 40.7786455091699)
"-7,396,752,688,774","4,077,504,096,817",13H-AM-1013-01,13H,AM,10132018,1,Adult,Gray,White,Gray+White,,Above Ground,5,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9675268877392 40.7750409681718)
"-7,396,679,115,652","407,793,219,011",18F-AM-1014-02,18F,AM,10142018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,In small tree by water,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9667911565238 40.77932190109801)
"-7,395,655,494,853","407,989,823,715",41C-AM-1017-03,41C,AM,10172018,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9565549485301 40.7989823714955)
"-7,395,401,518,288","4,079,200,661,706",35H-AM-1013-01,35H,AM,10132018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,15,Climbing up tree,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9540151828782 40.7920066170587)
"-7,396,964,456,141","4,077,914,862,036",17D-AM-1008-05,17D,AM,10082018,5,Juvenile,Gray,,Gray+,,Above Ground,2,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9696445614055 40.7791486203627)
"-7,397,047,902,632","4,077,622,706,457",13E-AM-1017-01,13E,AM,10172018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,in middle of path,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9704790263224 40.7762270645666)
"-7,396,249,054,313","4,079,353,890,388",33A-PM-1018-01,33A,PM,10182018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,stopped to see what i would do 1st,POINT (-73.96249054313 40.7935389038787)
"-7,396,904,474,633","4,078,391,330,453",21B-AM-1019-06,21B,AM,10192018,6,Juvenile,Gray,,Gray+,,Above Ground,7,,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9690447463294 40.78391330452901)
"-7,397,432,920,664","4,077,560,904,041",11B-AM-1007-05,11B,AM,10072018,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,POINT (-73.9743292066413 40.7756090404121)
"-7,395,302,574,017","4,079,513,974,074",39G-PM-1013-01,39G,PM,10132018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9530257401736 40.79513974073701)
"-7,396,929,258,159","407,774,506,065",15E-PM-1008-11,15E,PM,10082018,11,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9692925815903 40.7774506065008)
"-7,397,471,754,195","4,076,928,200,309",5E-PM-1012-05,05E,PM,10122018,5,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,begging,POINT (-73.9747175419546 40.7692820030878)
"-7,397,384,100,698","4,076,916,861,565",5F-PM-1007-06,05F,PM,10072018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,jumping on fence,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9738410069766 40.7691686156505)
"-7,396,053,622,688","4,079,394,705,993",35C-AM-1007-02,35C,AM,10072018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,13,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9605362268777 40.7939470599346)
"-7,396,430,161,168","4,079,047,962,161",30B-PM-1019-05,30B,PM,10192018,5,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,hiding a nut,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9643016116839 40.7904796216068)
"-7,395,484,316,016","4,079,063,462,716",34I-PM-1010-02,34I,PM,10102018,2,Adult,Gray,,Gray+,,Above Ground,30,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9548431601579 40.7906346271566)
"-7,396,818,104,667","4,077,206,384,494",10I-PM-1013-01,10I,PM,10132018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9681810466693 40.7720638449419)
"-7,396,449,741,968","4,078,100,202,926",20G-PM-1013-02,20G,PM,10132018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.96449741968071 40.7810020292593)
"-7,397,948,405,207","4,077,095,953,698",4A-PM-1007-02,04A,PM,10072018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9794840520702 40.770959536980406)
"-7,396,065,593,099","4,078,895,276,298",30E-AM-1008-02,30E,AM,10082018,2,Adult,Gray,,Gray+,,Above Ground,5,,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9606559309874 40.7889527629826)
"-7,398,089,749,771","4,076,905,787,098",2A-PM-1019-02,02A,PM,10192018,2,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.980897497712 40.7690578709841)
"-7,396,841,872,074","4,078,059,278,988",18D-AM-1018-01,18D,AM,10182018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,cleaning,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9684187207423 40.780592789876)
"-7,396,931,200,901","4,077,109,610,201",9H-PM-1018-07,09H,PM,10182018,7,Adult,Gray,,Gray+,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9693120090055 40.771096102012)
"-7,397,077,370,738","4,078,003,734,658",17B-PM-1012-02,17B,PM,10122018,2,Adult,Black,,Black+,,Ground Plane,FALSE,,TRUE,TRUE,FALSE,FALSE,TRUE,2/3 chasing each other,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9707737073771 40.7800373465838)
"-7,397,301,589,137","4,077,013,107,073",6F-PM-1008-02,06F,PM,10082018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,,TRUE,TRUE,FALSE,FALSE,FALSE,chasing #2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9730158913661 40.7701310707272)
"-7,395,366,471,583","4,079,812,563,932",41E-PM-1013-04,41E,PM,10132018,4,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.953664715831 40.7981256393159)
"-739,647,318,357","4,077,609,361,753",15I-PM-1012-04,15I,PM,10122018,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9647318357023 40.7760936175332)
"-7,396,515,918,614","4,078,118,382,886",20F-PM-1007-06,20F,PM,10072018,6,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9651591861399 40.781183828857)
"-7,396,228,591,179","407,886,169,187",29D-AM-1014-06,29D,AM,10142018,6,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9622859117854 40.7886169186966)
